age,numpurch,totdol,female,res,adB
42,2,234,0,0,1
37,2,55,0,0,1
38,4,88,1,1,1
39,6,2402,0,0,1
47,1,241,0,1,0
42,2,65,0,0,1
32,2,97,0,0,0
36,2,52,1,0,0
39,1,56,1,0,1
34,2,57,1,0,1
42,1,73,0,0,1
40,1,68,0,1,0
42,2,62,1,0,1
31,2,54,1,0,1
39,2,77,0,0,1
29,1,56,1,0,0
38,2,53,1,0,0
35,1,439,1,0,1
33,3,668,1,0,1
35,1,205,1,0,0
38,3,1089,0,0,1
40,2,67,0,1,1
33,2,125,0,0,0
37,1,96,0,0,0
31,1,52,1,0,0
35,8,4287,1,1,1
33,1,68,0,0,0
38,1,123,0,0,1
42,2,57,1,0,1
36,1,54,0,0,1
42,1,158,1,0,1
35,2,95,0,0,1
40,1,56,0,0,1
39,1,60,1,0,1
43,2,76,1,1,1
29,2,124,0,1,1
40,2,254,1,0,0
35,1,53,0,0,1
32,1,350,1,0,1
35,1,55,0,0,1
40,2,358,0,0,0
32,1,68,1,0,0
34,1,116,1,0,0
35,2,58,1,0,1
35,1,55,0,0,1
38,2,50,1,0,1
33,1,52,0,0,0
44,1,62,1,0,0
39,1,247,0,0,1
39,5,1593,0,1,0
32,1,68,0,0,1
35,1,70,0,0,1
41,1,54,1,0,1
35,2,199,1,0,0
42,1,67,0,0,1
39,1,66,0,0,1
35,2,115,1,0,0
38,1,57,0,0,0
37,1,57,1,0,1
41,1,71,1,0,1
38,1,57,1,0,0
33,1,57,0,0,0
34,1,83,1,0,0
41,2,57,0,0,1
43,1,51,0,0,1
37,3,647,1,0,0
40,5,1950,0,0,0
36,2,485,1,0,1
38,7,3046,0,1,1
37,1,58,0,0,1
37,3,907,0,1,1
40,1,71,0,1,0
36,1,55,0,0,1
33,1,82,1,0,0
35,1,57,0,0,0
41,2,62,0,0,0
32,1,67,0,0,0
33,1,86,1,0,1
34,2,63,0,0,1
32,1,52,0,0,0
42,4,832,0,1,0
41,1,178,0,0,0
36,1,58,0,0,0
39,2,77,1,1,1
42,1,59,0,0,0
36,1,204,0,0,1
45,2,127,1,0,0
42,2,62,0,0,1
46,5,1465,0,1,0
40,2,389,1,0,1
33,1,59,0,1,1
43,1,52,1,1,1
39,2,54,0,0,0
33,1,67,1,0,0
39,2,52,0,1,1
37,2,110,1,0,1
32,2,53,0,0,1
34,2,80,1,0,0
49,1,71,1,1,0
39,5,2216,0,0,0
40,2,288,1,1,0
44,1,55,1,0,1
35,2,74,0,0,0
42,2,78,1,0,1
37,2,118,1,0,1
37,2,172,1,0,0
35,2,55,0,0,1
34,1,60,0,0,0
39,2,62,0,0,1
34,1,83,1,0,0
45,8,6405,0,1,1
38,1,109,1,0,0
34,5,1346,0,0,0
36,2,273,0,0,1
36,1,55,0,0,1
44,1,62,1,0,1
37,2,53,1,0,1
41,2,679,0,0,0
37,2,1245,1,0,0
36,1,54,0,0,0
37,5,1039,1,0,0
44,1,55,1,0,1
37,1,96,0,0,0
36,1,90,1,0,1
45,1,64,1,0,1
33,2,95,1,0,0
38,1,53,0,0,0
41,4,1185,1,0,1
45,2,127,0,0,0
43,1,58,1,0,1
37,1,60,0,0,1
34,1,55,1,0,1
43,1,61,1,0,1
43,1,52,0,0,1
37,1,72,1,0,1
40,2,288,1,0,1
37,2,55,0,0,0
38,1,63,1,0,0
37,2,63,0,1,1
38,2,152,0,0,1
42,2,58,1,0,1
41,1,54,1,0,0
40,3,54,0,0,0
41,1,54,0,0,1
39,1,57,1,0,1
33,1,58,1,0,1
33,3,668,1,0,1
36,2,273,0,1,0
34,1,144,1,0,1
37,2,110,1,0,0
39,6,2402,1,1,1
38,7,3046,1,0,0
42,2,55,1,0,1
37,1,117,0,0,0
38,4,88,1,0,0
38,6,2744,1,0,1
42,2,78,1,1,1
33,2,223,1,0,0
38,1,64,1,0,0
34,3,546,1,1,1
35,2,163,0,0,1
36,3,608,1,0,1
41,1,101,0,0,1
38,1,58,1,0,1
33,1,51,1,0,0
36,4,57,1,0,0
35,1,68,0,0,1
39,2,87,1,0,1
39,2,1064,1,0,1
35,1,70,0,0,0
42,2,56,1,0,1
39,1,73,1,0,0
36,3,68,1,0,1
40,1,80,0,0,0
33,1,63,1,0,1
39,2,60,0,0,1
34,1,116,1,1,1
33,1,213,0,0,0
34,2,214,0,0,0
36,3,68,0,0,1
39,2,52,1,0,0
44,1,207,1,0,1
37,3,526,1,0,0
39,1,127,0,0,0
41,3,487,0,0,1
36,1,53,0,0,0
36,1,437,1,0,0
41,10,5330,1,1,0
39,4,2070,1,1,0
37,1,554,0,1,1
39,2,92,0,0,1
36,3,553,0,0,0
38,1,71,0,0,0
43,1,51,1,0,0
42,2,57,1,0,1
38,1,60,0,0,0
41,1,55,1,0,1
40,2,167,1,1,0
33,1,233,0,0,1
33,1,95,1,0,1
36,1,72,1,0,0
38,1,286,0,0,1
39,1,277,1,0,1
44,6,2297,1,1,1
42,2,56,0,0,0
46,2,55,1,0,0
30,5,2195,0,1,0
37,1,65,1,0,0
49,1,331,0,1,1
38,1,57,1,0,0
42,1,841,0,0,1
39,3,840,0,1,1
42,2,158,0,0,1
37,2,118,0,1,1
33,1,51,1,0,0
37,1,78,0,0,1
36,1,54,0,0,1
43,1,84,0,0,0
37,1,69,0,0,0
42,2,229,0,0,0
33,2,223,1,0,0
41,2,435,1,0,1
34,1,222,1,0,0
32,1,58,0,0,1
42,7,2736,1,0,0
41,1,57,1,0,1
39,2,55,1,0,0
37,1,57,1,0,0
42,7,2736,1,1,0
39,1,57,0,0,1
37,1,65,0,0,0
35,2,173,0,0,1
34,2,493,0,0,0
30,2,71,1,0,1
34,1,75,0,0,1
39,2,383,1,0,0
33,2,128,1,1,0
33,2,205,1,0,1
42,2,55,0,0,1
45,2,64,0,0,1
38,1,52,1,0,0
35,1,125,0,0,1
42,1,60,0,0,1
42,1,77,1,0,1
40,2,288,1,1,0
39,2,51,1,0,1
29,4,1607,1,0,0
40,2,167,1,0,1
40,1,65,0,0,0
35,1,225,0,1,1
40,1,56,1,0,1
37,1,59,1,0,1
35,2,53,1,0,0
42,1,60,0,0,1
38,1,63,1,0,0
33,2,91,0,0,1
30,1,54,1,0,1
33,2,56,1,0,1
35,1,59,0,0,0
40,2,55,1,0,0
34,1,73,0,0,1
39,2,77,0,1,0
41,1,178,1,0,0
40,1,140,0,0,1
32,1,67,1,0,0
29,2,118,0,0,0
38,1,62,1,0,1
40,1,75,0,0,0
35,2,74,1,0,1
37,2,65,0,0,0
36,2,335,0,0,0
31,2,1238,0,0,0
34,1,91,1,0,1
37,2,53,1,0,0
37,1,195,1,0,0
35,1,68,0,0,1
33,1,95,1,0,1
29,1,56,1,0,0
37,2,577,0,0,1
33,3,668,0,0,0
36,1,55,1,0,1
31,1,150,0,0,1
38,1,55,1,0,0
40,1,61,0,0,1
33,2,56,1,0,0
28,2,78,1,0,1
37,1,120,1,0,0
41,10,5330,0,1,1
37,2,55,1,0,1
39,1,55,0,0,1
35,1,70,1,0,0
34,1,596,0,0,0
36,2,158,1,0,0
36,2,273,0,0,1
37,1,60,1,0,1
33,2,66,1,0,1
41,2,57,0,0,1
39,1,53,1,0,0
45,1,326,0,0,0
37,3,112,0,0,1
40,2,389,0,0,1
34,1,63,0,0,0
42,1,59,0,0,0
36,2,158,0,0,1
37,5,1039,0,0,1
41,1,132,0,0,1
36,1,53,1,0,0
36,1,96,1,0,0
34,1,76,0,0,1
38,5,1019,1,1,0
46,1,54,0,0,0
39,2,58,1,0,1
40,1,90,1,0,1
39,3,75,1,1,0
36,2,497,1,0,0
32,2,56,1,0,1
41,2,69,0,1,0
42,1,91,0,0,1
54,1,241,0,0,0
41,1,53,1,0,0
37,1,70,0,0,1
36,4,57,0,0,1
33,1,59,1,0,1
33,1,82,0,0,1
39,2,52,1,0,1
35,1,946,1,0,0
46,5,1465,1,1,1
41,1,54,1,0,1
35,2,58,0,0,1
38,2,63,0,1,0
32,1,50,0,0,1
37,1,54,1,0,1
33,2,128,0,0,0
33,2,93,0,0,0
39,2,73,0,0,0
35,2,60,1,0,1
34,2,147,0,0,1
42,1,116,0,1,1
37,2,80,0,0,0
41,1,55,0,0,1
35,2,68,0,0,1
38,1,268,1,0,0
41,2,251,0,0,1
38,1,51,1,1,1
38,1,55,0,0,1
35,4,1059,1,1,0
48,2,60,0,0,0
37,2,80,0,0,0
40,2,261,0,0,0
42,1,59,0,0,1
36,2,76,0,0,1
35,3,1420,0,0,1
34,2,51,0,0,0
41,2,118,0,0,1
34,2,551,1,0,0
37,1,67,0,0,1
32,1,52,1,0,1
42,3,61,0,0,1
34,2,214,1,1,1
37,1,108,0,0,0
30,1,52,0,0,1
37,7,3999,0,1,1
43,2,83,0,0,1
38,1,51,1,0,1
41,1,71,0,0,0
33,1,95,1,0,1
36,1,60,1,0,0
37,2,53,0,0,1
40,1,58,1,0,1
36,2,74,1,0,1
35,1,439,0,0,1
40,3,65,1,1,1
35,1,246,1,0,1
32,1,59,1,0,0
38,3,1089,1,0,0
32,2,53,1,1,0
37,2,65,0,0,0
44,1,210,0,0,0
37,1,125,0,0,1
41,2,95,0,1,1
38,2,359,1,0,1
43,1,84,0,0,1
37,2,76,1,0,1
35,2,173,0,0,0
43,2,58,1,0,1
40,1,205,0,0,0
28,1,127,1,0,0
34,1,86,1,0,0
32,1,52,0,0,1
31,2,55,0,0,0
45,2,127,0,0,0
35,2,760,0,1,1
32,1,217,0,0,1
39,1,51,0,0,1
34,1,54,0,0,1
37,2,55,0,0,1
42,1,59,1,0,1
37,1,55,1,0,1
46,2,943,0,1,1
29,4,1607,1,1,0
42,1,116,1,0,1
33,2,205,1,0,1
43,1,61,0,0,1
36,1,67,1,0,1
45,1,59,1,0,0
34,2,493,0,0,0
40,1,68,0,0,0
41,3,1698,1,1,1
38,1,60,1,0,0
50,1,111,1,0,1
38,4,1210,1,1,1
34,5,1350,1,0,0
35,1,60,1,0,0
36,1,58,1,0,0
44,1,54,0,0,0
47,12,8430,1,1,1
33,2,65,0,0,0
41,1,72,1,0,1
49,1,71,0,0,1
35,1,57,1,0,0
37,1,60,1,1,0
40,2,87,1,0,0
45,2,59,1,0,1
33,1,51,0,0,1
34,1,55,0,0,0
43,1,51,1,0,1
30,1,73,1,0,1
39,3,840,0,0,0
43,2,57,0,0,1
42,1,400,0,0,0
44,1,127,1,0,1
48,2,60,0,0,0
35,3,72,0,0,1
44,2,87,1,0,1
36,1,68,1,0,0
28,1,79,1,0,0
35,2,182,0,1,1
42,1,141,1,0,1
39,1,56,1,0,0
38,2,63,1,0,0
38,1,70,1,0,1
33,1,147,0,0,0
39,1,132,1,0,0
43,1,51,1,0,0
41,1,53,0,0,1
38,2,141,0,0,1
33,2,65,0,0,1
42,3,558,1,0,0
46,1,58,0,0,1
41,3,292,0,1,1
42,1,59,1,0,1
38,2,75,0,0,1
39,3,840,0,1,1
38,1,169,1,0,0
28,1,127,1,0,0
38,1,142,0,1,1
37,7,3999,1,1,1
36,1,55,0,1,1
44,1,127,0,1,1
39,1,61,0,0,1
35,2,389,0,0,1
38,1,52,0,0,1
35,1,83,0,0,0
37,1,54,1,1,0
44,2,584,0,0,1
42,2,62,0,0,0
40,1,51,1,0,0
43,1,52,1,0,0
40,1,130,1,1,0
30,1,56,1,0,1
38,5,1019,1,0,0
42,1,61,1,0,1
44,1,71,0,0,1
36,1,52,1,0,0
42,2,55,1,0,1
37,1,96,0,0,1
39,3,339,0,0,1
37,2,55,0,0,1
37,1,238,0,0,1
32,2,56,1,0,0
33,2,54,1,1,1
33,1,213,0,0,1
35,1,68,0,0,1
38,4,1210,1,0,0
36,3,484,0,0,1
34,1,71,1,0,0
35,2,182,1,0,1
40,2,55,1,0,1
35,2,238,1,0,0
43,2,166,0,0,0
39,1,61,0,0,1
36,2,485,1,0,1
36,5,1653,1,0,0
34,1,59,0,0,1
39,2,62,1,0,0
45,1,52,0,1,1
54,1,241,1,1,0
35,1,66,0,0,1
42,1,116,0,0,1
33,1,67,0,0,1
41,2,268,0,0,0
38,1,55,1,0,1
42,3,1206,0,0,1
35,4,1304,0,0,0
43,1,104,0,0,1
36,1,313,1,0,0
31,1,54,1,0,0
42,3,207,1,0,0
42,2,155,0,1,1
36,1,326,1,0,1
41,2,268,0,0,1
37,3,80,0,0,0
33,1,213,1,0,1
24,1,56,0,0,0
37,2,55,1,0,0
35,2,486,0,0,1
30,1,56,0,0,0
34,1,71,0,0,0
30,1,52,0,0,0
34,1,54,0,0,1
38,1,73,0,0,1
37,1,195,0,0,0
41,2,78,1,0,0
40,2,55,0,0,0
41,2,100,1,0,0
37,1,65,0,0,1
38,1,109,0,0,1
44,1,55,1,0,1
35,2,60,0,0,0
35,1,61,0,0,1
36,1,79,0,0,0
34,2,70,0,0,1
47,1,76,0,0,1
41,2,268,0,0,1
41,1,72,1,0,1
35,3,668,1,0,0
37,3,526,1,0,1
34,2,461,0,0,0
33,1,83,0,0,0
42,2,70,0,0,0
48,2,60,1,0,1
33,1,63,1,0,1
34,1,596,0,0,0
34,3,64,1,0,1
40,5,1950,1,0,1
37,2,176,0,0,0
36,2,62,0,0,0
41,1,224,1,0,1
35,2,65,1,0,1
41,1,89,0,0,1
36,3,608,0,1,1
32,1,68,1,0,1
38,1,52,0,0,0
39,2,51,0,0,1
39,5,1593,1,0,1
44,15,6218,0,1,0
39,1,54,1,0,1
35,2,238,0,0,1
37,1,210,0,0,0
33,1,57,0,0,0
33,1,67,1,0,1
33,2,56,1,0,0
35,2,58,1,0,1
39,2,63,1,0,0
38,1,109,1,0,0
41,2,118,0,0,1
38,2,201,1,0,1
41,1,73,0,0,1
34,1,144,0,0,0
42,1,61,0,0,0
37,1,203,0,0,1
36,1,129,1,0,0
33,1,67,1,0,1
42,2,58,0,0,1
33,2,61,0,0,1
42,1,73,1,0,0
35,1,58,0,0,1
34,1,65,1,0,0
31,1,125,1,0,0
35,1,59,1,0,1
45,2,59,1,1,0
41,1,66,1,0,0
39,6,2402,0,0,0
35,3,668,1,0,0
53,9,4063,1,1,0
28,1,79,1,0,0
44,1,54,1,0,0
37,3,907,0,0,1
36,1,96,1,0,0
40,1,131,1,0,1
41,3,831,0,1,1
32,1,205,0,1,0
34,1,83,0,0,0
42,3,183,0,0,0
38,1,195,0,0,1
55,8,4339,1,1,1
37,1,58,1,0,0
40,2,261,1,0,0
44,6,3186,0,1,0
35,1,125,1,0,1
39,1,388,0,0,1
40,1,61,1,0,0
29,1,57,1,0,0
37,1,79,0,0,0
35,1,56,0,0,1
32,1,91,1,0,1
41,2,60,0,0,0
49,6,2076,0,0,0
39,2,374,0,0,1
34,2,70,0,0,1
42,1,400,0,0,0
39,1,105,0,0,0
39,1,55,0,0,0
43,1,62,1,0,0
41,2,59,0,0,1
39,2,51,0,0,1
35,2,488,1,0,1
44,3,1267,0,0,0
38,2,56,1,0,0
38,1,59,0,1,1
32,1,78,0,0,0
40,2,65,1,0,1
29,1,68,1,0,1
35,2,337,1,0,1
33,1,57,0,0,0
42,1,52,0,0,1
37,2,51,0,0,0
37,1,81,0,0,1
31,1,54,1,0,1
36,3,611,1,1,0
35,4,1059,1,0,1
38,2,160,0,0,0
38,2,163,1,0,1
31,1,54,0,0,0
40,1,55,1,0,1
34,1,75,0,0,0
38,1,73,0,0,1
35,1,62,1,0,0
41,1,54,1,0,0
43,2,205,1,1,0
37,2,63,1,1,0
31,1,53,0,0,0
39,1,95,0,0,1
35,1,70,0,0,1
36,2,62,1,0,0
41,1,180,1,0,1
30,1,52,0,0,1
32,1,68,0,0,1
41,2,57,0,1,1
36,2,273,0,1,1
41,2,58,0,0,0
24,1,56,0,0,1
32,1,164,1,0,1
40,1,76,0,0,1
42,4,832,1,0,0
38,2,77,1,0,1
42,3,558,0,0,0
34,1,97,1,0,0
44,6,3186,0,0,1
43,1,56,0,0,1
35,1,52,0,1,1
45,1,64,0,0,0
36,1,146,0,0,1
36,3,608,0,0,1
43,6,2314,1,1,0
41,1,59,0,0,0
35,1,52,0,0,0
46,1,58,0,0,0
35,2,174,0,1,0
39,2,335,1,1,0
41,1,94,0,0,1
34,2,70,1,0,0
42,1,58,1,0,0
35,2,497,0,1,0
43,2,176,0,1,1
29,1,53,0,0,0
37,3,907,0,0,0
40,1,62,0,0,1
46,7,3025,0,1,1
36,2,258,0,0,1
43,1,53,1,0,1
37,2,577,1,0,0
39,1,212,1,0,0
41,2,69,1,0,0
37,2,373,1,0,1
36,1,484,1,0,0
37,2,184,0,0,0
36,1,53,0,0,0
37,1,84,0,0,0
35,1,57,1,0,1
40,2,55,0,0,1
35,1,409,0,0,0
39,1,52,0,0,0
37,2,76,0,0,0
35,1,409,0,0,1
36,3,51,0,0,1
34,1,52,0,0,0
39,2,52,1,0,0
29,1,149,1,0,1
38,2,57,0,0,0
36,5,1690,0,1,0
34,1,63,1,0,1
38,1,58,1,0,1
35,2,68,1,0,0
22,1,58,1,0,0
34,2,57,0,0,1
37,1,57,0,0,1
50,1,111,1,0,0
41,1,59,0,0,1
34,1,59,0,1,1
36,1,70,0,0,0
43,2,205,0,0,1
41,1,90,0,1,1
43,1,52,1,0,1
42,2,194,1,0,0
41,1,61,1,0,1
42,2,79,1,0,1
33,2,93,1,1,0
36,1,60,0,0,1
40,4,956,0,1,0
43,1,72,1,0,0
45,2,109,1,0,0
36,2,51,0,0,1
38,2,121,0,0,0
31,2,61,0,0,0
43,2,53,1,0,1
53,9,4063,0,1,0
37,1,66,0,1,1
35,1,439,0,0,0
36,2,57,0,0,0
41,2,58,0,0,1
34,3,292,0,1,1
37,1,263,1,1,0
46,2,55,1,0,0
34,1,187,1,0,1
41,1,54,1,0,0
42,1,60,1,0,1
41,2,55,0,0,0
34,1,406,1,0,1
38,2,84,1,0,0
33,2,359,0,0,1
38,1,52,0,0,1
38,1,98,0,0,1
39,5,2216,1,1,0
36,2,59,1,0,1
41,3,292,1,0,0
39,2,92,1,0,0
35,1,57,0,0,1
39,2,84,0,1,1
33,1,55,0,0,0
37,1,120,1,0,0
33,2,66,0,0,0
37,1,64,1,0,1
37,3,64,1,0,0
38,1,123,1,0,1
34,1,116,1,0,1
42,2,64,1,0,0
37,1,81,1,0,1
35,1,89,1,0,1
41,1,178,0,1,1
37,2,129,1,0,1
40,2,288,1,0,1
33,1,82,0,0,1
37,1,84,0,0,1
35,2,174,1,0,0
32,1,78,0,0,0
36,2,54,1,0,1
29,2,124,1,0,1
32,2,484,0,1,0
38,1,73,0,0,1
35,2,101,0,0,1
40,2,51,0,0,0
36,3,533,0,1,1
45,1,326,0,1,1
35,1,176,1,0,0
38,2,199,1,0,0
35,2,58,0,1,0
35,3,1420,0,0,0
37,1,55,0,0,0
33,1,51,0,0,0
44,1,127,0,1,1
40,1,52,1,0,0
42,1,116,1,0,1
36,1,332,0,0,0
34,5,1346,0,1,1
39,3,75,1,0,1
35,1,51,0,0,0
24,1,56,0,0,0
40,2,622,0,0,0
40,2,101,0,0,0
41,10,5330,1,1,0
42,1,55,1,0,1
35,2,238,1,0,1
37,1,58,1,0,0
37,1,63,0,0,0
36,1,62,0,0,1
35,1,70,0,0,0
39,5,2216,1,1,0
43,2,83,1,1,0
41,1,101,0,1,1
39,1,69,0,0,1
40,1,68,0,0,0
36,1,58,0,0,0
37,1,554,1,1,0
36,1,94,1,0,0
34,1,91,1,0,1
34,2,221,1,0,0
35,2,95,0,0,0
38,1,61,1,0,0
44,1,56,1,0,1
29,1,68,0,0,1
37,2,341,0,0,0
35,1,150,1,0,1
44,1,67,0,0,1
26,2,79,1,0,1
30,2,128,0,0,1
37,1,51,0,0,1
30,1,56,1,0,1
35,2,115,1,0,0
36,3,234,1,0,0
42,2,57,1,0,1
37,1,84,1,0,0
37,1,52,0,0,0
44,1,64,1,0,0
33,2,66,1,1,0
37,1,57,1,0,0
38,2,52,0,0,0
46,1,224,0,0,1
34,1,53,0,0,0
44,2,58,1,0,1
38,1,60,0,0,1
38,1,73,0,0,0
36,1,313,0,1,1
36,2,258,0,0,0
44,1,62,1,0,0
35,1,54,0,0,1
31,2,61,1,0,1
47,8,3772,0,1,0
41,1,64,1,0,1
39,1,52,0,0,0
35,1,57,0,0,0
38,1,55,1,0,0
29,1,57,0,0,1
35,2,65,1,0,1
39,3,67,1,0,1
41,2,73,0,0,0
30,6,2162,0,0,1
36,1,326,0,0,1
37,1,59,1,0,1
40,2,55,1,0,1
38,2,54,0,1,1
38,1,98,0,0,0
35,2,68,1,0,1
32,2,860,0,0,1
34,1,76,1,0,1
35,2,74,1,1,0
44,1,84,0,0,1
40,3,54,1,0,0
36,2,79,0,0,0
42,2,236,0,1,1
38,1,109,1,0,1
45,3,1126,0,1,0
37,1,58,0,0,1
37,1,125,1,0,1
41,5,1719,1,0,1
40,4,956,0,0,0
41,1,82,0,0,0
34,1,73,1,0,0
44,1,54,1,0,0
38,1,52,1,0,1
42,2,64,0,0,1
42,2,64,1,1,0
36,1,90,0,0,1
39,2,52,0,0,1
35,1,66,1,0,1
36,6,2873,1,0,1
37,2,65,0,0,1
32,2,68,1,0,0
37,1,71,1,0,0
36,2,62,0,0,1
35,1,56,1,0,1
38,2,75,0,0,1
38,1,62,1,0,1
37,1,117,0,0,1
32,1,55,0,0,0
37,1,554,1,1,0
37,1,69,0,0,1
31,2,54,1,0,0
39,2,698,0,0,1
36,3,533,1,0,1
40,2,167,0,0,0
25,1,51,1,0,1
37,1,63,1,0,1
34,1,76,1,0,0
43,4,1088,1,0,1
29,1,80,0,0,1
35,1,125,1,0,0
43,2,568,1,0,1
41,1,72,1,0,0
39,1,79,0,0,0
43,2,274,0,0,1
45,2,127,1,0,1
33,2,61,0,0,0
37,3,260,0,0,1
38,1,109,1,0,0
39,2,73,1,0,1
38,3,328,0,1,1
33,2,205,1,0,1
40,2,100,0,0,1
41,1,89,0,1,0
42,2,79,0,1,1
43,2,254,0,0,0
43,2,568,0,1,1
35,2,95,0,0,1
41,2,251,0,1,0
32,1,52,0,0,0
35,2,174,0,0,0
35,2,63,0,0,0
38,1,73,1,0,1
40,1,71,1,0,0
40,1,140,0,0,0
42,2,499,0,0,0
33,1,63,1,0,0
40,1,211,0,0,1
41,2,62,0,1,1
41,3,1698,1,0,1
36,1,332,0,0,1
33,1,95,0,0,0
42,4,832,1,0,1
32,1,350,1,0,1
36,8,4802,0,1,0
23,1,68,0,0,1
41,2,647,0,0,0
36,8,4802,1,1,1
35,1,225,0,0,1
35,2,101,0,0,0
33,1,68,0,0,1
42,2,64,0,0,1
45,2,59,1,1,0
37,1,122,1,0,0
29,2,100,0,0,0
42,2,708,0,1,1
39,1,60,1,0,1
47,1,55,0,1,1
37,5,1221,0,0,1
32,1,68,0,0,0
40,1,66,0,1,0
35,2,74,1,0,0
35,1,60,1,0,0
33,1,59,0,0,0
34,1,60,1,0,0
40,1,66,1,0,1
36,1,54,0,0,0
38,1,61,1,0,1
37,1,59,0,0,0
41,2,647,0,0,1
31,2,79,1,0,1
42,1,52,1,1,0
39,1,95,0,0,0
42,2,1117,1,0,0
37,3,841,0,0,0
46,2,943,1,0,1
45,3,1126,1,1,0
40,1,131,1,0,0
40,2,67,0,0,1
41,10,5330,0,1,1
36,2,52,1,0,0
39,6,1970,1,1,1
37,1,64,1,0,0
38,1,55,0,0,1
35,1,56,1,0,0
35,1,56,1,0,0
45,2,59,0,0,1
42,2,58,0,0,1
36,2,84,0,0,1
39,2,134,1,0,1
35,2,99,0,0,0
47,1,55,1,1,1
44,1,127,0,0,1
31,2,248,1,0,1
40,1,164,0,0,0
37,2,459,0,0,1
36,1,85,1,0,1
42,2,64,1,1,1
44,15,6218,1,1,1
30,1,251,0,0,0
44,2,584,1,0,1
39,4,1403,0,1,0
41,2,257,1,0,1
41,2,268,1,1,0
40,1,564,1,0,1
43,2,53,1,0,1
37,2,104,1,0,0
39,2,63,0,0,0
37,1,263,1,0,1
42,1,61,1,0,1
38,2,379,0,0,0
41,1,54,1,0,0
33,1,57,0,0,1
42,2,54,1,0,1
43,1,59,1,1,0
40,2,72,1,0,1
40,1,90,1,0,1
38,2,66,1,0,0
46,1,58,0,0,1
35,8,4287,1,1,1
38,2,76,0,0,0
33,2,125,0,0,0
37,2,80,1,0,0
34,3,56,1,0,0
31,2,54,0,0,1
42,1,59,0,0,0
31,1,53,0,0,0
39,3,75,1,0,1
42,1,60,1,0,1
37,2,55,1,0,1
37,2,76,0,0,1
30,1,55,0,0,0
38,1,68,0,0,0
35,8,4287,1,1,1
33,2,56,0,0,1
37,1,65,1,0,1
30,1,73,1,0,0
33,2,56,0,0,1
39,2,383,1,0,0
39,1,271,1,1,1
36,1,55,1,0,1
36,3,611,0,0,1
40,1,80,1,0,0
34,1,57,1,0,0
37,2,55,0,0,1
39,2,383,1,1,0
34,1,86,0,0,0
33,2,100,1,0,1
40,1,68,0,0,1
37,1,66,0,0,1
43,2,58,1,0,0
37,1,51,1,0,1
35,1,56,0,0,1
40,2,254,0,0,1
46,1,65,1,0,0
38,1,57,0,0,1
41,3,753,1,1,1
44,6,2297,0,1,1
33,1,53,0,0,0
33,1,52,0,0,0
44,3,710,0,1,1
42,1,52,0,0,1
41,1,53,1,0,0
40,1,71,0,0,0
38,1,58,1,0,1
24,1,56,0,0,1
29,1,149,0,0,0
46,1,72,0,1,1
31,2,248,0,0,0
40,2,156,0,0,1
39,1,51,1,0,0
45,1,52,1,0,0
39,2,87,1,0,1
36,4,57,1,0,1
39,1,60,1,0,1
41,2,60,0,0,0
34,1,73,0,0,0
34,1,110,0,0,1
38,1,195,0,0,1
41,2,95,1,0,1
40,1,60,1,0,1
42,3,1206,0,0,1
40,3,54,1,0,0
38,1,58,0,0,0
41,2,57,1,0,0
39,2,52,1,0,0
40,1,58,1,0,0
38,1,58,1,0,0
41,4,1185,0,1,1
42,2,52,0,1,0
39,1,66,1,0,1
38,2,199,0,0,1
30,1,52,1,0,0
31,1,59,0,1,0
29,1,56,1,0,1
41,1,72,1,0,0
35,1,409,0,0,1
38,2,63,1,0,0
37,3,80,0,1,1
33,2,56,1,0,0
41,1,180,0,0,1
42,2,194,0,0,0
36,4,1057,0,1,1
40,2,55,1,0,0
35,2,53,1,0,1
29,2,118,1,0,1
41,4,56,0,0,1
41,10,5330,0,1,0
31,1,53,0,0,1
37,5,2101,1,1,0
34,1,56,1,1,0
41,1,53,1,0,1
37,2,153,0,0,1
36,1,146,0,0,1
43,2,57,0,1,1
36,1,60,0,0,0
41,2,61,0,0,0
37,1,63,1,1,0
37,2,55,1,0,1
41,1,66,1,0,1
39,2,52,1,0,1
53,9,4063,0,1,0
47,2,53,0,0,1
38,2,52,0,0,1
37,4,457,1,1,0
40,1,52,1,0,0
44,1,71,0,1,1
49,6,3165,1,1,0
28,1,79,0,0,1
39,1,73,1,0,0
41,2,69,1,0,0
38,1,55,1,0,1
41,1,71,0,0,1
42,1,59,0,0,0
33,1,51,1,0,0
35,1,150,0,1,1
44,2,73,0,0,0
37,2,354,0,0,1
35,2,65,0,0,1
37,1,64,1,0,1
38,2,363,0,0,0
39,2,139,0,0,1
38,2,121,1,0,1
38,2,84,1,0,0
39,3,339,0,0,0
35,2,274,1,0,0
43,3,210,1,0,1
39,1,271,1,0,0
44,2,584,1,0,1
40,1,251,1,1,0
41,1,71,0,0,1
39,1,67,0,0,0
34,2,551,0,0,1
39,2,63,0,0,0
32,1,68,1,0,0
36,1,437,1,0,1
40,1,61,1,0,0
35,1,66,1,0,0
38,1,60,0,0,1
62,1,281,1,0,1
43,1,52,1,0,1
34,1,181,1,0,0
38,2,57,0,0,1
41,1,178,1,0,0
37,1,77,1,0,1
39,6,1970,0,1,0
35,1,439,0,0,0
43,1,51,1,0,1
38,1,169,1,0,0
42,2,1117,0,0,0
35,1,60,1,0,1
